customer_id,customer_name,email,city,state,created_date,load_type
,Bina Dutt,mistryjanani@example.net,Tadepalligudem,Goa,2026-05-06,DELTA
CUSTD2026050600002,Lipika Sibal,invalid_email,Alappuzha,Nagaland,2026-05-06,DELTA
CUSTD2026050600004,Devika Oommen,kalpitmohanty@example.org,Panihati,Meghalaya,2026-05-06,DELTA
CUSTD2026050600004,Raghav Ghose,dmitter@example.net,Ghaziabad,Rajasthan,2026-05-06,DELTA
CUSTD2026050600005,Dayita Mangat,dhingraarjun@example.net,Kolhapur,Uttar Pradesh,2026-05-06,DELTA
CUSTD2026050600006,Vivaan Parikh,dattagirik@example.com,Guna,Maharashtra,2026-05-06,DELTA
CUSTD2026050600007,Anya Wali,rachitabuch@example.org,Satara,Chhattisgarh,2026-05-06,DELTA
CUSTD2026050600008,Ayaan Banik,battakrisha@example.org,Purnia,Tripura,2026-05-06,DELTA
CUSTD2026050600009,Max Bhatti,maxpandit@example.com,Nizamabad,Jharkhand,2026-05-06,DELTA
CUSTD2026050600010,Triya Sachdeva,nachiketbarad@example.com,Etawah,Himachal Pradesh,2026-05-06,DELTA
CUSTD2026050600011,Oeshi Salvi,mbhagat@example.com,Gandhidham,Arunachal Pradesh,2026-05-06,DELTA
CUSTD2026050600012,Charan Prasad,veda53@example.net,Tiruvottiyur,Tripura,2026-05-06,DELTA
CUSTD2026050600013,Aadhya Jha,gchander@example.com,Miryalaguda,Kerala,2026-05-06,DELTA
CUSTD2026050600014,Hredhaan Bhatnagar,gbuch@example.net,Ozhukarai,Uttar Pradesh,2026-05-06,DELTA
CUSTD2026050600015,Jagvi Dar,pdewan@example.net,Kirari Suleman Nagar,Mizoram,2026-05-06,DELTA
CUSTD2026050600016,Dakshesh Thakur,kbir@example.com,Vijayawada,Kerala,2026-05-06,DELTA
CUSTD2026050600017,Peter Cherian,bawaanirudh@example.com,Coimbatore,Uttar Pradesh,2026-05-06,DELTA
CUSTD2026050600018,Chaitanya Saraf,rachita85@example.net,Pimpri-Chinchwad,Gujarat,2026-05-06,DELTA
CUSTD2026050600019,Aayush Saha,mittalpallavi@example.org,Meerut,Chhattisgarh,2026-05-06,DELTA
CUSTD2026050600020,Chaaya Ghose,urishillatoor@example.org,Bhusawal,Chhattisgarh,2026-05-06,DELTA
CUSTD2026050600021,Indrajit Maharaj,fagrawal@example.org,Surat,Telangana,2026-05-06,DELTA
CUSTD2026050600022,Niharika Dugar,neharama@example.net,Muzaffarpur,Madhya Pradesh,2026-05-06,DELTA
