customer_id,customer_name,email,city,state,created_date,load_type
,Urmi Bawa,fsani@example.net,Kochi,Telangana,2026-05-05,DELTA
CUSTD2026050500002,Pranav Bajaj,invalid_email,Bhind,Punjab,2026-05-05,DELTA
CUSTD2026050500004,Darpan Bhatti,bhavya15@example.org,Kottayam,Uttar Pradesh,2026-05-05,DELTA
CUSTD2026050500004,Gaurav Cherian,buchlajita@example.net,Deoghar,Meghalaya,2026-05-05,DELTA
CUSTD2026050500005,Anita Vaidya,nagijackson@example.net,Srikakulam,Madhya Pradesh,2026-05-05,DELTA
CUSTD2026050500006,Sneha Prasad,schaudhry@example.com,Ramagundam,Andhra Pradesh,2026-05-05,DELTA
CUSTD2026050500007,Rehaan Chandra,bhavnagour@example.net,Karaikudi,Gujarat,2026-05-05,DELTA
CUSTD2026050500008,Hemangini Shenoy,kannanira@example.com,Ranchi,Bihar,2026-05-05,DELTA
CUSTD2026050500009,Brinda Palan,dhingraom@example.net,Ghaziabad,Goa,2026-05-05,DELTA
CUSTD2026050500010,Zilmil Saxena,chaitanyajain@example.net,Sagar,Telangana,2026-05-05,DELTA
CUSTD2026050500011,Manya Behl,aarnav96@example.net,Bhusawal,Chhattisgarh,2026-05-05,DELTA
CUSTD2026050500012,Matthew Palla,samaksh76@example.org,Kolkata,Telangana,2026-05-05,DELTA
CUSTD2026050500013,Ryan Golla,cdayal@example.org,Bhiwani,Madhya Pradesh,2026-05-05,DELTA
CUSTD2026050500014,Jyoti Mahal,patlawidisha@example.org,New Delhi,Manipur,2026-05-05,DELTA
CUSTD2026050500015,Wyatt Sodhi,kavya08@example.net,Kolkata,Tamil Nadu,2026-05-05,DELTA
CUSTD2026050500016,Liam Lad,sathecharan@example.com,Morbi,Chhattisgarh,2026-05-05,DELTA
CUSTD2026050500017,Krishna Sehgal,boasepushti@example.org,Tadepalligudem,Mizoram,2026-05-05,DELTA
CUSTD2026050500018,Balendra Luthra,adhingra@example.org,Kakinada,Odisha,2026-05-05,DELTA
CUSTD2026050500019,Vinaya Agate,csoni@example.org,Gulbarga,Telangana,2026-05-05,DELTA
CUSTD2026050500020,Oscar Loke,yuvraj10@example.org,Asansol,Bihar,2026-05-05,DELTA
CUSTD2026050500021,Tanish Raval,clalla@example.org,Mau,Uttarakhand,2026-05-05,DELTA
CUSTD2026050500022,Manan Taneja,varmatanveer@example.org,Bongaigaon,Arunachal Pradesh,2026-05-05,DELTA
CUSTD2026050500023,Arya Guha,shanhenry@example.com,Kalyan-Dombivli,Karnataka,2026-05-05,DELTA
CUSTD2026050500024,Hemani Bakshi,wakeetaparmar@example.net,Kadapa,Kerala,2026-05-05,DELTA
CUSTD2026050500025,Wakeeta Mammen,omaja74@example.net,Tirunelveli,Gujarat,2026-05-05,DELTA
CUSTD2026050500026,Mohini Kumar,gaurikaanand@example.com,Alwar,Manipur,2026-05-05,DELTA
CUSTD2026050500027,Vedika Master,lilapathak@example.net,Meerut,Maharashtra,2026-05-05,DELTA
