customer_id,customer_name,email,city,state,created_date,load_type
,Abhimanyu Yogi,guneetlall@example.com,Kulti,Meghalaya,2026-05-02,DELTA
CUSTD2026050200002,Sarthak More,invalid_email,Kottayam,Manipur,2026-05-02,DELTA
CUSTD2026050200004,Mitesh Patla,znagarajan@example.net,Haridwar,Tripura,2026-05-02,DELTA
CUSTD2026050200004,Gauri Baria,bawajagvi@example.net,Thrissur,Nagaland,2026-05-02,DELTA
CUSTD2026050200005,Falak Singh,chatresh15@example.com,Tinsukia,Tamil Nadu,2026-05-02,DELTA
CUSTD2026050200006,Sudiksha Zachariah,bawavasana@example.com,Udupi,Telangana,2026-05-02,DELTA
CUSTD2026050200007,Baghyawati Wali,palanishaan@example.com,Purnia,Maharashtra,2026-05-02,DELTA
CUSTD2026050200008,Harita Krishnan,shagirik@example.org,Vellore,Kerala,2026-05-02,DELTA
CUSTD2026050200009,Lohit Randhawa,isangha@example.net,Ramagundam,West Bengal,2026-05-02,DELTA
CUSTD2026050200010,Gaurangi Keer,fkannan@example.com,Bhiwani,Kerala,2026-05-02,DELTA
CUSTD2026050200011,Chakradev Ganguly,anyamanda@example.org,Kishanganj,Bihar,2026-05-02,DELTA
CUSTD2026050200012,Pratyush Gour,rsanghvi@example.net,Srikakulam,Rajasthan,2026-05-02,DELTA
CUSTD2026050200013,Manya Chatterjee,lekha28@example.net,Sambhal,Gujarat,2026-05-02,DELTA
CUSTD2026050200014,Darpan Prasad,saichadha@example.net,Gwalior,Rajasthan,2026-05-02,DELTA
CUSTD2026050200015,Faras Hegde,raagini11@example.com,Ujjain,Meghalaya,2026-05-02,DELTA
CUSTD2026050200016,Vaishnavi Guha,damyanti79@example.org,Tirunelveli,Telangana,2026-05-02,DELTA
CUSTD2026050200017,Utkarsh Choudhary,erai@example.net,Proddatur,Goa,2026-05-02,DELTA
CUSTD2026050200018,Hiral Vig,anjali31@example.org,Shimla,Jharkhand,2026-05-02,DELTA
CUSTD2026050200019,Sara Mohanty,bmahal@example.com,Phagwara,Meghalaya,2026-05-02,DELTA
CUSTD2026050200020,Oni Chawla,apalan@example.com,Shivpuri,Odisha,2026-05-02,DELTA
CUSTD2026050200021,Lekha Dash,bimalalala@example.org,Amravati,Assam,2026-05-02,DELTA
CUSTD2026050200022,Diya Lad,dhriti19@example.net,Ramagundam,Bihar,2026-05-02,DELTA
CUSTD2026050200023,Kai Varkey,tkhalsa@example.net,Chennai,Assam,2026-05-02,DELTA
CUSTD2026050200024,Gagan Seth,raizayan@example.net,Avadi,Jharkhand,2026-05-02,DELTA
CUSTD2026050200025,Simon Korpal,lpalla@example.org,Karimnagar,Madhya Pradesh,2026-05-02,DELTA
CUSTD2026050200026,Anya Saran,raghavanchanchal@example.org,Bhalswa Jahangir Pur,Haryana,2026-05-02,DELTA
CUSTD2026050200027,Vaishnavi Sandal,abhimanyu91@example.org,Madurai,Rajasthan,2026-05-02,DELTA
CUSTD2026050200028,Yashawini Biswas,ahluwaliavidhi@example.org,Ongole,Rajasthan,2026-05-02,DELTA
CUSTD2026050200029,Chandani Pai,munijagrati@example.org,Ballia,West Bengal,2026-05-02,DELTA
CUSTD2026050200030,Eta Wali,vidhikala@example.com,Bhind,Goa,2026-05-02,DELTA
CUSTD2026050200031,Pooja Brahmbhatt,warrioraarini@example.org,Eluru,Uttarakhand,2026-05-02,DELTA
CUSTD2026050200032,Logan Sidhu,rohanbajaj@example.net,Sirsa,Andhra Pradesh,2026-05-02,DELTA
CUSTD2026050200033,Lekha Majumdar,harini03@example.org,Burhanpur,Sikkim,2026-05-02,DELTA
CUSTD2026050200034,Advika Parmar,battayasti@example.org,Ahmednagar,Gujarat,2026-05-02,DELTA
CUSTD2026050200035,Ayush Goel,ppurohit@example.net,Sirsa,Goa,2026-05-02,DELTA
CUSTD2026050200036,Samuel Taneja,poojanaik@example.org,Dhule,Chhattisgarh,2026-05-02,DELTA
CUSTD2026050200037,Chaitanya Narula,laducchal@example.org,Bhagalpur,Karnataka,2026-05-02,DELTA
CUSTD2026050200038,Nitesh Sahota,abha93@example.org,Bhagalpur,Odisha,2026-05-02,DELTA
CUSTD2026050200039,Ranveer Mody,gopal35@example.net,Sagar,Chhattisgarh,2026-05-02,DELTA
CUSTD2026050200040,Daniel Raghavan,baltara@example.org,Rohtak,Andhra Pradesh,2026-05-02,DELTA
CUSTD2026050200041,Gaurav Kuruvilla,ishwarram@example.com,Coimbatore,Punjab,2026-05-02,DELTA
CUSTD2026050200042,Ryan Saraf,oni40@example.net,Karimnagar,Jharkhand,2026-05-02,DELTA
CUSTD2026050200043,Priya Baria,sacharjoshua@example.net,Rourkela,Gujarat,2026-05-02,DELTA
CUSTD2026050200044,Samar Parsa,iguha@example.net,Chapra,Jharkhand,2026-05-02,DELTA
CUSTD2026050200045,Oliver Dugal,devansh74@example.com,Belgaum,Punjab,2026-05-02,DELTA
CUSTD2026050200046,Sai Shanker,mitali55@example.org,Kottayam,West Bengal,2026-05-02,DELTA
CUSTD2026050200047,Rajata Jaggi,priyaswaminathan@example.com,Sri Ganganagar,Tripura,2026-05-02,DELTA
CUSTD2026050200048,Dalbir Kade,aggarwalfarhan@example.org,Madurai,Haryana,2026-05-02,DELTA
CUSTD2026050200049,Zaitra Tailor,shivansh42@example.org,Tumkur,Telangana,2026-05-02,DELTA
CUSTD2026050200050,Gautami Mani,sudiksha49@example.net,Tadipatri,Maharashtra,2026-05-02,DELTA
CUSTD2026050200051,Joshua Pathak,kamyamangat@example.org,Nellore,Karnataka,2026-05-02,DELTA
CUSTD2026050200052,Harinakshi Ghose,pandeydev@example.com,Baranagar,Uttar Pradesh,2026-05-02,DELTA
CUSTD2026050200053,Osha Bail,uwalia@example.net,Rohtak,Meghalaya,2026-05-02,DELTA
CUSTD2026050200054,Ishita Soni,ojasvi10@example.net,Solapur,Arunachal Pradesh,2026-05-02,DELTA
CUSTD2026050200055,Anmol Gaba,harshildey@example.org,Bharatpur,Bihar,2026-05-02,DELTA
CUSTD2026050200056,Gopal Sahni,labanhalder@example.org,Rampur,Bihar,2026-05-02,DELTA
CUSTD2026050200057,Jonathan Gala,okashyap@example.org,Warangal,Bihar,2026-05-02,DELTA
CUSTD2026050200058,Aishani Nagarajan,vaishnavicherian@example.com,Shimoga,Karnataka,2026-05-02,DELTA
CUSTD2026050200059,Maya Suresh,jtak@example.net,Vijayawada,Sikkim,2026-05-02,DELTA
CUSTD2026050200060,Ira Chaudhry,pranavsami@example.net,Gaya,Gujarat,2026-05-02,DELTA
CUSTD2026050200061,Maya Gupta,isha46@example.net,Dhule,Gujarat,2026-05-02,DELTA
CUSTD2026050200062,Raghav Chadha,omsai@example.org,Shahjahanpur,Goa,2026-05-02,DELTA
CUSTD2026050200063,Harish Pandya,harini52@example.com,Junagadh,Rajasthan,2026-05-02,DELTA
CUSTD2026050200064,Lakshmi Ahuja,tanveernarayan@example.com,Lucknow,Sikkim,2026-05-02,DELTA
CUSTD2026050200065,Akshay Walla,mupadhyay@example.org,Ahmedabad,Meghalaya,2026-05-02,DELTA
CUSTD2026050200066,Warhi Ramanathan,hritikdasgupta@example.net,Kishanganj,Uttarakhand,2026-05-02,DELTA
CUSTD2026050200067,Anjali Ramachandran,ghosewahab@example.net,Khora ,Tamil Nadu,2026-05-02,DELTA
CUSTD2026050200068,Balendra Dhar,gavin55@example.org,Khammam,Mizoram,2026-05-02,DELTA
CUSTD2026050200069,Teerth Sethi,gaurijayaraman@example.org,Bhalswa Jahangir Pur,Arunachal Pradesh,2026-05-02,DELTA
CUSTD2026050200070,Yamini Ratti,gsaraf@example.com,Panvel,Uttarakhand,2026-05-02,DELTA
CUSTD2026050200071,Simon Boase,rajanneel@example.org,Machilipatnam,Kerala,2026-05-02,DELTA
CUSTD2026050200072,Dalaja Kulkarni,yjhaveri@example.net,Bharatpur,Sikkim,2026-05-02,DELTA
CUSTD2026050200073,Sai Brar,oakirya@example.com,Amritsar,Sikkim,2026-05-02,DELTA
CUSTD2026050200074,Samarth Bhakta,triyanarayanan@example.net,Kalyan-Dombivli,Nagaland,2026-05-02,DELTA
CUSTD2026050200075,Leela Seth,garimaverma@example.com,Rohtak,Goa,2026-05-02,DELTA
CUSTD2026050200076,Harish Lala,gauri21@example.org,Motihari,Maharashtra,2026-05-02,DELTA
CUSTD2026050200077,Panini Dewan,valahritik@example.net,Darbhanga,Arunachal Pradesh,2026-05-02,DELTA
CUSTD2026050200078,Edhitha Dash,hemang40@example.com,Proddatur,Kerala,2026-05-02,DELTA
CUSTD2026050200079,Fariq Khurana,varenya42@example.net,Muzaffarnagar,Uttar Pradesh,2026-05-02,DELTA
CUSTD2026050200080,Aachal Bora,onveersabharwal@example.com,Bhavnagar,Karnataka,2026-05-02,DELTA
CUSTD2026050200081,Theodore Gokhale,harini39@example.net,Ahmedabad,West Bengal,2026-05-02,DELTA
CUSTD2026050200082,Jonathan Kulkarni,yadavfiyaz@example.com,Bally,Chhattisgarh,2026-05-02,DELTA
CUSTD2026050200083,Warjas Ratta,quincy76@example.net,Surat,Odisha,2026-05-02,DELTA
CUSTD2026050200084,Harsh Gandhi,damyantirajagopalan@example.com,Rampur,Goa,2026-05-02,DELTA
CUSTD2026050200085,Vinaya Agarwal,abhiramsidhu@example.net,Medininagar,Maharashtra,2026-05-02,DELTA
CUSTD2026050200086,Ishita Chaudhuri,faras17@example.com,Noida,Bihar,2026-05-02,DELTA
CUSTD2026050200087,Christopher Deshmukh,samar37@example.net,Mumbai,Nagaland,2026-05-02,DELTA
CUSTD2026050200088,Charan Morar,unnisrinivas@example.com,Bokaro,Tripura,2026-05-02,DELTA
CUSTD2026050200089,Rushil Sibal,tailorlakshit@example.org,North Dumdum,Haryana,2026-05-02,DELTA
CUSTD2026050200090,Utkarsh Bakshi,iyengarquincy@example.com,Ramgarh,Uttar Pradesh,2026-05-02,DELTA
CUSTD2026050200091,Anita Saxena,ekalinga33@example.org,Raurkela Industrial Township,Assam,2026-05-02,DELTA
CUSTD2026050200092,Yahvi Karan,charvi22@example.com,Davanagere,Assam,2026-05-02,DELTA
CUSTD2026050200093,Chasmum Kala,balansamuel@example.net,Jehanabad,Bihar,2026-05-02,DELTA
CUSTD2026050200094,Faqid Parekh,moommen@example.net,Bhiwani,Meghalaya,2026-05-02,DELTA
CUSTD2026050200095,Sarthak Rattan,omya35@example.org,Anantapur,Goa,2026-05-02,DELTA
CUSTD2026050200096,Yutika Deshmukh,liamnair@example.net,Tirupati,Mizoram,2026-05-02,DELTA
CUSTD2026050200097,Rachit Sekhon,aadhyaray@example.com,Sirsa,Karnataka,2026-05-02,DELTA
CUSTD2026050200098,Timothy Pal,jagdishtaneja@example.org,Durg,Andhra Pradesh,2026-05-02,DELTA
CUSTD2026050200099,Bhavya Chakrabarti,rohanbose@example.com,Thane,Chhattisgarh,2026-05-02,DELTA
CUSTD2026050200100,Advika Sharma,abhiramsethi@example.com,Aligarh,Madhya Pradesh,2026-05-02,DELTA
CUSTD2026050200101,Lucky Tank,guptaamruta@example.net,Nizamabad,Bihar,2026-05-02,DELTA
CUSTD2026050200102,Hiral Dass,mranganathan@example.com,Rourkela,Manipur,2026-05-02,DELTA
