customer_id,customer_name,email,city,state,created_date,load_type
,Hemangini Chatterjee,srinivasodika@example.net,Anantapur,Bihar,2026-05-04,DELTA
CUSTD2026050400002,Max Tiwari,invalid_email,Nagpur,Uttarakhand,2026-05-04,DELTA
CUSTD2026050400004,Anusha Sahota,prakashcaleb@example.net,Dharmavaram,Telangana,2026-05-04,DELTA
CUSTD2026050400004,Gagan Soman,ladjeremiah@example.org,Nangloi Jat,Gujarat,2026-05-04,DELTA
CUSTD2026050400005,Ria Sastry,jonathan63@example.org,Nagaon,West Bengal,2026-05-04,DELTA
CUSTD2026050400006,Chakrika D’Alia,vihaanhanda@example.com,Akola,Sikkim,2026-05-04,DELTA
CUSTD2026050400007,Darpan Kale,asood@example.org,Mathura,Uttarakhand,2026-05-04,DELTA
CUSTD2026050400008,Eesha Dewan,gangabajwa@example.com,Bhind,Jharkhand,2026-05-04,DELTA
CUSTD2026050400009,Kala Solanki,trivedisaksham@example.org,Vadodara,Himachal Pradesh,2026-05-04,DELTA
CUSTD2026050400010,Lajita Chaudhry,umang54@example.org,Bhimavaram,Bihar,2026-05-04,DELTA
CUSTD2026050400011,Damyanti Pal,sneha46@example.net,Muzaffarpur,Gujarat,2026-05-04,DELTA
CUSTD2026050400012,Daksh Magar,kallachaitanya@example.net,Motihari,Tripura,2026-05-04,DELTA
CUSTD2026050400013,Xiti Dani,yochana53@example.com,Chinsurah,Chhattisgarh,2026-05-04,DELTA
CUSTD2026050400014,Jalsa Wason,majumdardev@example.net,Mathura,Manipur,2026-05-04,DELTA
CUSTD2026050400015,Wazir Kala,godasamarth@example.net,Nagercoil,Karnataka,2026-05-04,DELTA
CUSTD2026050400016,Harita Bhargava,lakshandra@example.net,Dindigul,Gujarat,2026-05-04,DELTA
CUSTD2026050400017,Warhi Dua,epingle@example.org,Parbhani,Madhya Pradesh,2026-05-04,DELTA
CUSTD2026050400018,Faqid Gulati,hardik46@example.org,Varanasi,Bihar,2026-05-04,DELTA
CUSTD2026050400019,Banjeet Setty,anvibadami@example.org,Raiganj,Uttar Pradesh,2026-05-04,DELTA
CUSTD2026050400020,Oviya Bhasin,balasubramanianthomas@example.org,New Delhi,Jharkhand,2026-05-04,DELTA
CUSTD2026050400021,Samaksh Gill,pillaijagvi@example.org,Tadepalligudem,Uttar Pradesh,2026-05-04,DELTA
CUSTD2026050400022,Ekani Jaggi,talwarfalak@example.org,Salem,Uttar Pradesh,2026-05-04,DELTA
CUSTD2026050400023,Nathan Kumer,battabachittar@example.org,Chapra,Gujarat,2026-05-04,DELTA
CUSTD2026050400024,Gaurika Zacharia,waliavedant@example.com,Ranchi,Goa,2026-05-04,DELTA
CUSTD2026050400025,Urvashi Loke,walivritti@example.com,Hazaribagh,Telangana,2026-05-04,DELTA
CUSTD2026050400026,Laban Karnik,finn80@example.net,Raebareli,Jharkhand,2026-05-04,DELTA
CUSTD2026050400027,Indrajit Mitra,yashvimishra@example.org,Muzaffarpur,Tamil Nadu,2026-05-04,DELTA
CUSTD2026050400028,Bhavika Swaminathan,fgrover@example.net,Pudukkottai,Uttar Pradesh,2026-05-04,DELTA
CUSTD2026050400029,Matthew Ahluwalia,jyoti15@example.net,Kolkata,Uttar Pradesh,2026-05-04,DELTA
CUSTD2026050400030,Isha Gulati,advaymann@example.org,Darbhanga,Nagaland,2026-05-04,DELTA
CUSTD2026050400031,Janaki Vaidya,lopavarty@example.com,Jalna,Haryana,2026-05-04,DELTA
CUSTD2026050400032,Waida Jhaveri,lalladvay@example.org,Ambattur,Andhra Pradesh,2026-05-04,DELTA
CUSTD2026050400033,Hitesh Amble,gautamboase@example.org,Ahmedabad,Meghalaya,2026-05-04,DELTA
CUSTD2026050400034,Kashvi Sidhu,eganguly@example.com,Nizamabad,Mizoram,2026-05-04,DELTA
CUSTD2026050400035,Bhavna Kaur,nathtanay@example.com,Nangloi Jat,Karnataka,2026-05-04,DELTA
CUSTD2026050400036,Ansh Varma,veerdhillon@example.net,Singrauli,Assam,2026-05-04,DELTA
CUSTD2026050400037,Tanvi Chada,yutika80@example.com,Asansol,Meghalaya,2026-05-04,DELTA
CUSTD2026050400038,Damyanti Rai,ikshitaoza@example.com,Deoghar,Jharkhand,2026-05-04,DELTA
CUSTD2026050400039,Zinal Sachdeva,sachigoel@example.org,Rourkela,Gujarat,2026-05-04,DELTA
CUSTD2026050400040,Mohammed Date,tbhat@example.net,Mathura,Chhattisgarh,2026-05-04,DELTA
CUSTD2026050400041,Brinda Balakrishnan,ladlipandit@example.com,Tadepalligudem,Goa,2026-05-04,DELTA
CUSTD2026050400042,Jeevika Bedi,warinderkota@example.org,Guna,Bihar,2026-05-04,DELTA
CUSTD2026050400043,Ati Yadav,nandagirik@example.com,Hazaribagh,Mizoram,2026-05-04,DELTA
CUSTD2026050400044,Urvi Kar,llata@example.org,Parbhani,Meghalaya,2026-05-04,DELTA
CUSTD2026050400045,Dominic Jaggi,chamanbarad@example.com,Madurai,Telangana,2026-05-04,DELTA
CUSTD2026050400046,Nilima Chandran,tarakpanchal@example.com,Maheshtala,Uttar Pradesh,2026-05-04,DELTA
CUSTD2026050400047,Urmi Bhargava,ekantanagy@example.com,Jhansi,Jharkhand,2026-05-04,DELTA
CUSTD2026050400048,Alka Contractor,ubika71@example.net,Hospet,Himachal Pradesh,2026-05-04,DELTA
CUSTD2026050400049,Maanas Gulati,xsachdeva@example.org,Vasai-Virar,Rajasthan,2026-05-04,DELTA
CUSTD2026050400050,Hitesh Acharya,saramall@example.com,Panipat,Kerala,2026-05-04,DELTA
CUSTD2026050400051,Ikshita Doctor,andrew76@example.org,Fatehpur,Uttarakhand,2026-05-04,DELTA
CUSTD2026050400052,Ojasvi Mani,kashvikashyap@example.com,Bokaro,Bihar,2026-05-04,DELTA
CUSTD2026050400053,Meera Kohli,tatadarpan@example.net,Narasaraopet,Karnataka,2026-05-04,DELTA
CUSTD2026050400054,Ansh Kurian,manyakalla@example.org,Amritsar,Arunachal Pradesh,2026-05-04,DELTA
CUSTD2026050400055,Netra Parmer,widisha47@example.com,Madanapalle,Gujarat,2026-05-04,DELTA
CUSTD2026050400056,Maya Swaminathan,eshanadhawan@example.org,Pune,Mizoram,2026-05-04,DELTA
CUSTD2026050400057,Chanchal Batra,yashicashan@example.com,Tadipatri,Gujarat,2026-05-04,DELTA
CUSTD2026050400058,Amaira Raman,vaishnavi93@example.com,Udupi,Tamil Nadu,2026-05-04,DELTA
CUSTD2026050400059,Lopa Gade,nairbishakha@example.org,Guntur,Uttarakhand,2026-05-04,DELTA
CUSTD2026050400060,Suhani Bumb,nimratsridhar@example.org,Dhule,Maharashtra,2026-05-04,DELTA
CUSTD2026050400061,George Sachar,osarna@example.org,Jamshedpur,Tamil Nadu,2026-05-04,DELTA
CUSTD2026050400062,Sara Palla,ekalinga44@example.com,Mangalore,Andhra Pradesh,2026-05-04,DELTA
CUSTD2026050400063,Harita Kar,saanviram@example.net,Khora ,Bihar,2026-05-04,DELTA
CUSTD2026050400064,Laksh Sharma,ydoctor@example.com,Ramgarh,Maharashtra,2026-05-04,DELTA
CUSTD2026050400065,Nandini Kant,baradudyati@example.net,Dhule,Tamil Nadu,2026-05-04,DELTA
CUSTD2026050400066,Faraj Som,qjayaraman@example.net,Gurgaon,Haryana,2026-05-04,DELTA
CUSTD2026050400067,Falan Chopra,vchauhan@example.com,Yamunanagar,Rajasthan,2026-05-04,DELTA
CUSTD2026050400068,Raksha Kannan,jackson05@example.net,Rajpur Sonarpur,Jharkhand,2026-05-04,DELTA
CUSTD2026050400069,Nisha Virk,aarnav09@example.com,Tadepalligudem,Sikkim,2026-05-04,DELTA
CUSTD2026050400070,Tanmayi Gade,mohinichaudhary@example.com,Jamnagar,Telangana,2026-05-04,DELTA
CUSTD2026050400071,Sai Deo,yzacharia@example.org,Unnao,Manipur,2026-05-04,DELTA
CUSTD2026050400072,Vihaan Prashad,xkarpe@example.org,Mathura,Madhya Pradesh,2026-05-04,DELTA
CUSTD2026050400073,Andrew Sethi,jhalak04@example.org,Raipur,Tamil Nadu,2026-05-04,DELTA
CUSTD2026050400074,Yashvi Kashyap,chaudharidominic@example.com,Jalgaon,Uttar Pradesh,2026-05-04,DELTA
CUSTD2026050400075,Aayush Singh,tankvasudha@example.net,Amravati,Mizoram,2026-05-04,DELTA
CUSTD2026050400076,Kashvi Sachdeva,sachdevapooja@example.com,Tirunelveli,Nagaland,2026-05-04,DELTA
CUSTD2026050400077,Karan Bal,onkargola@example.net,Durg,Uttarakhand,2026-05-04,DELTA
CUSTD2026050400078,Rachita Chacko,fnanda@example.com,Kishanganj,Maharashtra,2026-05-04,DELTA
CUSTD2026050400079,Nimrat Goswami,fpant@example.org,Bellary,Nagaland,2026-05-04,DELTA
CUSTD2026050400080,Ronith Gill,alkabakshi@example.net,Gaya,Tripura,2026-05-04,DELTA
CUSTD2026050400081,Faras Shah,kkumar@example.net,Sultan Pur Majra,Manipur,2026-05-04,DELTA
CUSTD2026050400082,Oliver Sawhney,divyalala@example.org,Indore,Telangana,2026-05-04,DELTA
CUSTD2026050400083,Charita Sidhu,chanakyadeol@example.com,Munger,Tamil Nadu,2026-05-04,DELTA
CUSTD2026050400084,Lucky Sachar,ekrishnamurthy@example.org,Haldia,Maharashtra,2026-05-04,DELTA
CUSTD2026050400085,Vrishti Kata,batraayush@example.org,Jehanabad,Meghalaya,2026-05-04,DELTA
CUSTD2026050400086,Neelima Rajagopal,benpraneel@example.org,Nagpur,Rajasthan,2026-05-04,DELTA
CUSTD2026050400087,Qushi Morar,teerthvaidya@example.org,Kulti,Karnataka,2026-05-04,DELTA
CUSTD2026050400088,Pratyush Dhaliwal,mukhopadhyayharrison@example.org,Naihati,Rajasthan,2026-05-04,DELTA
CUSTD2026050400089,Quincy Chopra,aringara@example.com,Indore,Odisha,2026-05-04,DELTA
CUSTD2026050400090,Hitesh Buch,nehanath@example.com,Kozhikode,Karnataka,2026-05-04,DELTA
CUSTD2026050400091,Gunbir Saxena,anagarajan@example.net,Bidar,Jharkhand,2026-05-04,DELTA
CUSTD2026050400092,Atharv Goda,gdivan@example.net,Uluberia,Sikkim,2026-05-04,DELTA
CUSTD2026050400093,Michael Bhargava,hardikmangat@example.net,Hyderabad,Madhya Pradesh,2026-05-04,DELTA
CUSTD2026050400094,Chandani Khalsa,yashvitella@example.com,Bidhannagar,Arunachal Pradesh,2026-05-04,DELTA
CUSTD2026050400095,Oeshi Comar,udantsodhi@example.org,Rampur,Jharkhand,2026-05-04,DELTA
CUSTD2026050400096,Warda Char,kapoorpahal@example.com,Panvel,Punjab,2026-05-04,DELTA
CUSTD2026050400097,Lekha Walia,uvarma@example.net,Maheshtala,Punjab,2026-05-04,DELTA
CUSTD2026050400098,Lucky Sharma,vbarad@example.org,Thoothukudi,Assam,2026-05-04,DELTA
CUSTD2026050400099,Simon Krishnamurthy,siyabhagat@example.org,Kumbakonam,Gujarat,2026-05-04,DELTA
